id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
108097587,a481e27b-b6d6-4334-9055-206436a8abf6,2021/12/29 5:50 PM SAST,2021-12-29,2021-12-29 15:50:00 UTC,Pretoria,852523,debtherat,deb,2022-03-07 08:53:23 UTC,2023-04-06 21:45:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108097587,https://inaturalist-open-data.s3.amazonaws.com/photos/181936290/medium.jpeg,,"",,9,0,false,,"Kirstenbosch NBG, Rhodes Dr, Newlands, Cape Town, 7735, South Africa",-33.9875011,18.432722,483,,,,483,,open,false,,,Caracal caracal caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
111391371,e319c9af-3b1f-484d-8822-1dad26110450,2022-04-13 16:27:39,2022-04-13,2022-04-13 14:27:39 UTC,Pretoria,2040203,justinhawthorne,Justin Hawthorne,2022-04-14 07:48:28 UTC,2023-04-06 21:43:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/111391371,https://inaturalist-open-data.s3.amazonaws.com/photos/188040483/medium.jpeg,,"",Scale: middle and ring finger nail width = 13mm ,2,0,false,2,"Cape Peninsula, Cape Town, South Africa",-34.2750500377,18.3892766386,10,,,,10,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
111537840,312c4a87-3821-4608-991a-004f783f0f9a,2022-04-13 08:02:15,2022-04-13,2022-04-13 06:02:15 UTC,Pretoria,731085,callumevans,Callum Evans,2022-04-15 17:00:44 UTC,2023-04-06 21:43:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/111537840,https://inaturalist-open-data.s3.amazonaws.com/photos/188300169/medium.jpeg,,"",,6,0,false,2,South Africa,-34.2564244534,18.3859976381,163,,,,163,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
111752680,10d46a8a-988d-475f-a365-0d787bf203a4,2022-04-17 09:22:04,2022-04-17,2022-04-17 07:22:04 UTC,Pretoria,748780,lmossop,Leighan Mossop,2022-04-17 07:25:48 UTC,2023-04-06 21:42:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/111752680,https://inaturalist-open-data.s3.amazonaws.com/photos/188694955/medium.jpeg,,"",,6,0,false,2,"Cape Peninsula, Cape Town, South Africa",-34.2098291414,18.4015997127,8,,,,8,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
111798113,b07803cc-ca54-4138-8a12-c6b5d92976fe,2022-04-12,2022-04-12,,Pretoria,2815902,ragnared1,Ragna Red,2022-04-17 16:26:32 UTC,2025-02-14 14:30:12 UTC,research,,https://www.inaturalist.org/observations/111798113,https://static.inaturalist.org/photos/188774317/medium.jpeg,,"",,5,0,false,2,"Cape Peninsula, Cape Town, South Africa",-34.1647557729,18.3382995799,339,,,,339,,open,false,gps,gps,Cape Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
113198340,e8307cdc-bdb6-4690-a463-baa1e3073205,2022-04-28 12:02:57,2022-04-28,2022-04-28 10:02:57 UTC,Pretoria,5579304,mhn22,,2022-04-28 10:04:31 UTC,2022-05-10 11:51:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/113198340,https://static.inaturalist.org/photos/191267242/medium.jpeg,,"",,4,0,false,2,"Bishopscourt, Cape Town, 7708, South Africa",-33.9871637,18.4374339,1100,,,,1100,,open,false,,,Caracal,Caracal caracal,Caracal,Mammalia,42042
113338131,d2c7bb40-f642-4777-a1bc-763e42c68539,2021-08-15 10:09:16+02:00,2021-08-15,2021-08-15 08:09:16 UTC,Pretoria,5363143,harrymnel,,2022-04-29 08:15:23 UTC,2022-04-30 02:11:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/113338131,https://inaturalist-open-data.s3.amazonaws.com/photos/191507525/medium.jpg,,"","",2,0,false,3,"Cape Point, Cape Point, WC, ZA",-34.3556583333,18.4770966667,4,,,,4,,open,false,,,Caracal,Caracal caracal,Caracal,Mammalia,42042
113372037,ba5c546f-03db-44e7-9065-421a5d6cfc59,2022-04-29 09:36:07,2022-04-29,2022-04-29 07:36:07 UTC,Pretoria,3309953,ambering21,,2022-04-29 12:12:56 UTC,2022-06-27 21:34:52 UTC,research,,https://www.inaturalist.org/observations/113372037,https://static.inaturalist.org/photos/191557353/medium.jpeg,,"",,1,0,false,2,Rondevlei Nature Reserve,-34.0609600365,18.4960999712,482,,,,482,,open,false,gps,gps,Caracal,Caracal caracal,Caracal,Mammalia,42042
113404041,8baae2be-987f-4b5c-be6c-23e8b0ed2bee,2022-03-19 07:05:57,2022-03-19,2022-03-19 05:05:57 UTC,Pretoria,5049798,my_first_forty2,Fanie Kloppers,2022-04-29 14:05:18 UTC,2025-02-14 14:30:02 UTC,research,,https://www.inaturalist.org/observations/113404041,https://static.inaturalist.org/photos/191603682/medium.jpeg,,"",Caracal ,3,0,false,2,"Cape Peninsula, Cape Town, South Africa",-34.1785355773,18.3548866957,942,,,,942,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
113732425,954a826c-9dd8-40f7-ae20-c58bd953aed1,2022-04-30 10:59:56+02:00,2022-04-30,2022-04-30 08:59:56 UTC,Pretoria,1669434,safiyyah_h,safiyyah hattas,2022-04-30 10:02:11 UTC,2023-10-03 20:13:35 UTC,research,CC-BY,https://www.inaturalist.org/observations/113732425,https://inaturalist-open-data.s3.amazonaws.com/photos/192130172/medium.jpg,,"","",2,0,false,3,"Kenilworth, Southern Suburbs, WC, ZA",-33.9989083333,18.4834116667,5,,,,5,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
115194379,74049607-42de-4b61-b0cb-05e1d72450d3,2022/04/29 4:49 PM,2022-04-29,2022-04-29 14:49:00 UTC,Pretoria,2816234,biancabbq,"",2022-05-03 19:40:00 UTC,2022-05-03 22:00:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/115194379,https://inaturalist-open-data.s3.amazonaws.com/photos/194438399/medium.jpg,,"",,2,0,false,,"Cape Point, Cape Town, South Africa",-34.2084594806,18.4018874297,4,,,,4,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
115742904,af41407d-3903-4d01-8ca0-7833e99a6787,2022-05-03 17:29:56,2022-05-03,2022-05-03 15:29:56 UTC,Pretoria,2040203,justinhawthorne,Justin Hawthorne,2022-05-06 15:22:31 UTC,2022-06-12 06:15:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/115742904,https://inaturalist-open-data.s3.amazonaws.com/photos/195347857/medium.jpeg,,"",,1,0,false,2,"CoGH, Cape Peninsula, Cape Town, South Africa",-34.268971546,18.4643033892,14,,,,14,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
116072439,6504ca46-b8cc-4b90-8ec6-3d95905dfce9,2022/05/08 2:07 PM,2022-05-08,2022-05-08 12:07:00 UTC,Pretoria,129251,alexanderr,Alex Rebelo,2022-05-08 12:10:06 UTC,2025-06-23 07:01:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/116072439,https://inaturalist-open-data.s3.amazonaws.com/photos/195903488/medium.jpeg,,"",photos by Daniel Lindsay,5,0,false,,"Signal Hill, Cape Town, 8001, South Africa",-33.9323794639,18.3896642987,4,,,,4,,open,false,,,Cape Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
116287690,036c54cf-10e6-4750-8f94-058a769f53e8,2022/03/15 12:57 PM,2022-03-15,2022-03-15 10:57:00 UTC,Pretoria,2040203,justinhawthorne,Justin Hawthorne,2022-05-09 15:32:20 UTC,2022-08-01 10:01:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/116287690,https://inaturalist-open-data.s3.amazonaws.com/photos/196278150/medium.jpg,,"",Scale: middle and ring finger nail width = 13mm,2,0,false,,"Cape Point, Cape Town, South Africa",-34.2644072804,18.3870801152,8,,,,8,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
116738361,b7b0d657-67be-4e5e-957a-ec274224a96c,2022-05-12 15:50:47,2022-05-12,2022-05-12 13:50:47 UTC,Pretoria,1695396,dangerranger,,2022-05-12 20:01:16 UTC,2024-03-03 14:37:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/116738361,https://inaturalist-open-data.s3.amazonaws.com/photos/197082819/medium.jpeg,,"",,4,0,false,2,"Cape Peninsula, Cape Town, South Africa",-34.2087860526,18.4017103538,115,,,,115,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
117968903,4fa7b009-f268-4d5b-b1a3-3a8759a0be9d,2022-05-20 15:22:41+02:00,2022-05-20,2022-05-20 13:22:41 UTC,Pretoria,281999,pleistocene,"",2022-05-21 07:17:32 UTC,2024-03-03 14:36:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117968903,https://inaturalist-open-data.s3.amazonaws.com/photos/199275734/medium.jpg,,"","",7,0,false,3,"Main Road, Simon's Town, WC, ZA",-34.214925,18.4635916667,4,,,,4,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
118249906,f46f50d9-f4db-492e-a0ed-82bb3997dafa,2022/05/13 11:49 AM,2022-05-13,2022-05-13 09:49:00 UTC,Pretoria,3901327,tessabrunette,"",2022-05-22 19:43:18 UTC,2023-04-10 13:49:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/118249906,https://inaturalist-open-data.s3.amazonaws.com/photos/199760535/medium.jpg,,iNat,,2,0,false,,Cape Point day 1 eastern shore north to south,-34.2904283333,18.463505,5,,,,5,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
118800037,00612505-d40c-4999-ae3a-478948e7a51e,2022-05-26 09:15:32,2022-05-26,2022-05-26 07:15:32 UTC,Pretoria,2040203,justinhawthorne,Justin Hawthorne,2022-05-26 16:28:08 UTC,2022-08-01 09:58:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/118800037,https://inaturalist-open-data.s3.amazonaws.com/photos/200759094/medium.jpeg,,"",Scale: middle and ring finger nail width = 13mm ,2,0,false,2,"Silver Mine (Nature Reserve), Cape Town, South Africa",-34.0936060104,18.4239733592,5,,,,5,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
120323069,95fa3e11-5284-4884-80a7-b45134018b8d,2022-06-05 10:01:57,2022-06-05,2022-06-05 08:01:57 UTC,Pretoria,2040203,justinhawthorne,Justin Hawthorne,2022-06-05 13:02:47 UTC,2022-08-01 09:58:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/120323069,https://inaturalist-open-data.s3.amazonaws.com/photos/203494413/medium.jpeg,,"",Scale: middle and ring finger nail width = 13mm ,2,0,false,2,"Cape Peninsula, Cape Town, South Africa",-34.2742776096,18.4019604698,153,,,,153,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
120323616,7d7cfb2e-3466-4e71-98ab-f29267bd5771,2022-06-05 11:30:31,2022-06-05,2022-06-05 09:30:31 UTC,Pretoria,2040203,justinhawthorne,Justin Hawthorne,2022-06-05 13:07:12 UTC,2022-08-01 09:58:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/120323616,https://inaturalist-open-data.s3.amazonaws.com/photos/203495471/medium.jpeg,,"",Scale: middle and ring finger nail width = 13mm ,2,0,false,2,"Cape Peninsula, Cape Town, South Africa",-34.2669710529,18.4073805436,39,,,,39,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
120323898,a468dcfc-625d-4b79-b44a-f9a57b4c2e99,2022-06-05,2022-06-05,,Pretoria,2040203,justinhawthorne,Justin Hawthorne,2022-06-05 13:09:21 UTC,2022-06-12 06:40:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/120323898,https://inaturalist-open-data.s3.amazonaws.com/photos/203495962/medium.jpeg,,"",Scale: middle and ring finger nail width = 13mm ,1,0,false,2,"Cape Peninsula, Cape Town, South Africa",-34.2603815575,18.3893094957,202,,,,202,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
121284604,eee6f3be-f666-461a-9695-ff1551561c06,2022-06-10,2022-06-10,,Pretoria,4424425,louise_de_roubaix,Louise De Roubaix,2022-06-11 19:10:30 UTC,2023-07-18 21:18:10 UTC,research,,https://www.inaturalist.org/observations/121284604,https://static.inaturalist.org/photos/205217126/medium.jpeg,,"",,1,0,false,2,"Knowledge Park, Heron Crescent, Century City, Cape Town, 7441, South Africa",-33.8893399399,18.5130790249,12,,,,12,,open,false,gps,gps,Caracal,Caracal caracal,Caracal,Mammalia,42042
126671131,ee3a2ad0-67af-433e-bd36-93ced0ba0835,2022-07-04 12:01:46,2022-07-04,2022-07-04 10:01:46 UTC,Pretoria,2173153,dryfveer,Santie Gouws,2022-07-17 17:04:34 UTC,2022-07-20 16:09:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/126671131,https://inaturalist-open-data.s3.amazonaws.com/photos/214951044/medium.jpeg,,"",could be dog?? ,1,0,false,2,"Table Mountain National Park, ZA-WC-CT, ZA-WC, ZA",-33.9967269077,18.3732143189,4,,,,4,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
129853714,e986e5c4-7c5e-4910-8110-c2107039446c,2022-08-07 12:20:01+02:00,2022-08-07,2022-08-07 10:20:01 UTC,Pretoria,4887635,gianluca_de_gasparis,Gianluca de Gasparis,2022-08-07 17:24:16 UTC,2023-04-19 18:18:28 UTC,research,,https://www.inaturalist.org/observations/129853714,https://static.inaturalist.org/photos/220735351/medium.jpg,,"","",4,0,false,3,"Table Mountain National Park, Cape Point, WC, ZA",-34.2585125764,18.4549274535,352,,,,352,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
130226743,c74c45f3-0861-400d-bcfa-3cc5177090ac,2022/08/03 11:25 AM,2022-08-03,2022-08-03 09:25:00 UTC,Pretoria,4186079,saloshg,Saloshnie Govender,2022-08-10 11:23:32 UTC,2023-07-18 21:17:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/130226743,https://inaturalist-open-data.s3.amazonaws.com/photos/221434594/medium.jpg,,"","",1,0,false,,"Hout Bay, Cape Town, South Africa",-34.0445833333,18.3302888889,1,,,,1,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
130262996,c418c01e-297c-41ce-ad21-193a4071d9a0,2021-12-09 09:54:48,2021-12-09,2021-12-09 07:54:48 UTC,Pretoria,855543,joctober,Johan October,2022-08-10 16:58:05 UTC,2023-04-06 21:38:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/130262996,https://inaturalist-open-data.s3.amazonaws.com/photos/221501038/medium.jpeg,,"",,2,0,false,2,"Table Mountain National Park, ZA-WC-CT, ZA-WC, ZA",-33.9654495973,18.4285777062,8,,,,8,,open,false,,,Cape Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
130264203,b65903a6-4180-43e7-878d-f76b595616ca,2021-12-29 07:38:31,2021-12-29,2021-12-29 05:38:31 UTC,Pretoria,855543,joctober,Johan October,2022-08-10 17:08:17 UTC,2022-08-12 11:26:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/130264203,https://inaturalist-open-data.s3.amazonaws.com/photos/221503497/medium.jpeg,,"",,1,0,false,2,"Cape Peninsula, Cape Town, South Africa",-34.3470721319,18.4779113252,9,,,,9,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
130696237,1d1ddd63-9db9-424b-84ca-1bddd42df9d7,2022-08-03 11:21:04,2022-08-03,2022-08-03 09:21:04 UTC,Pretoria,956052,sarniensis,Nerina de Villiers,2022-08-13 22:15:55 UTC,2023-04-06 21:42:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/130696237,https://inaturalist-open-data.s3.amazonaws.com/photos/222303005/medium.jpeg,,"","Caracal scats , segmented typically 7 - 11 units. 11 cms.",1,0,false,2,"Hout Bay, Cape Town, 7872, South Africa",-34.0452423056,18.3301029167,,,,,,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
131569851,eede9913-abae-4032-96dd-c49bd58b9397,2022-08-20 08:51:39,2022-08-20,2022-08-20 06:51:39 UTC,Pretoria,855543,joctober,Johan October,2022-08-20 12:21:08 UTC,2023-04-06 21:37:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/131569851,https://inaturalist-open-data.s3.amazonaws.com/photos/223922997/medium.jpeg,,"",,2,0,false,2,"Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9517060155,18.403400816,8,,,,8,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
132407170,9f4aa2f6-9fe2-4ba1-a70f-e07959f83bee,2022/08/05 12:47,2022-08-05,2022-08-05 10:47:00 UTC,Pretoria,622971,jensdb,Jens De Bruycker,2022-08-26 14:22:12 UTC,2023-04-06 21:36:55 UTC,research,,https://www.inaturalist.org/observations/132407170,https://static.inaturalist.org/photos/225480018/medium.jpeg,,"",,6,0,false,,"West-Kaap, Zuid-Afrika",-34.353610424,18.4727001348,8,,,,8,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
133733993,cb4d7b06-a660-4c1f-8d9a-5f1eda80b08a,2022-08-26 10:03:42,2022-08-26,2022-08-26 08:03:42 UTC,Pretoria,855543,joctober,Johan October,2022-09-05 07:24:44 UTC,2023-04-06 21:38:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133733993,https://inaturalist-open-data.s3.amazonaws.com/photos/227842140/medium.jpeg,,"",,1,0,false,2,"Table Mountain National Park, ZA-WC-CT, ZA-WC, ZA",-34.0503239259,18.3288554382,13,,,,13,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
133773544,f2d58c50-344c-4f58-b1f8-05d86db8e177,2022-08-28 11:34:22,2022-08-28,2022-08-28 09:34:22 UTC,Pretoria,4387364,jltamarix,,2022-09-05 15:46:44 UTC,2023-06-30 17:34:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/133773544,https://inaturalist-open-data.s3.amazonaws.com/photos/227913184/medium.jpeg,,"",,9,0,false,2,Kirstenbosch National Botanical Garden,-33.9874909789,18.4327217191,483,,,,483,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
140095741,cff39fa0-15a5-4b3d-b9b8-23b2bce476e4,2022-10-26 18:32:45,2022-10-26,2022-10-26 16:32:45 UTC,Pretoria,2099259,riobutton,Rio Button,2022-10-26 21:08:08 UTC,2023-03-21 12:43:17 UTC,research,,https://www.inaturalist.org/observations/140095741,https://static.inaturalist.org/photos/239753041/medium.jpeg,,"",,1,0,false,2,"Table Mountain (Nature Reserve), Cape Town, South Africa",-33.9537089704,18.4070053697,485,,,,485,,open,false,gps,gps,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
140273810,ad28adc1-746f-4132-bf69-5d6f0b9872b6,2022-10-28 12:55:00+02:00,2022-10-28,2022-10-28 10:55:00 UTC,Pretoria,5230323,sarel_snyman,Sarel Snyman,2022-10-28 16:50:02 UTC,2023-06-30 17:33:57 UTC,research,,https://www.inaturalist.org/observations/140273810,https://static.inaturalist.org/photos/240101595/medium.jpg,,"","",3,0,false,3,"Newlands Forest, Cape Town, WC, ZA",-33.96695,18.44778,1,,,,1,,open,false,,,Caracal,Caracal caracal,Caracal,Mammalia,42042
140421041,aff4fbcb-6a85-43b1-a7c9-4d5853baafe8,2022/10/28 1:50 PM,2022-10-28,2022-10-28 11:50:00 UTC,Pretoria,383144,tonyrebelo,Tony Rebelo,2022-10-29 20:08:24 UTC,2023-10-13 09:04:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140421041,https://inaturalist-open-data.s3.amazonaws.com/photos/240354035/medium.jpeg,,"",Post fire monitoring ,1,0,false,,"The Paddocks (main), Devils Peak section of Table Mountain National Park",-33.9453563333,18.4588643333,10,,,,10,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
140797689,9f26c4a4-42af-41a7-945d-9e742725225b,2022/10/30 2:30 PM,2022-10-30,2022-10-30 12:30:00 UTC,Pretoria,383144,tonyrebelo,Tony Rebelo,2022-11-01 18:11:01 UTC,2023-10-13 09:04:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140797689,https://inaturalist-open-data.s3.amazonaws.com/photos/241059499/medium.jpeg,,"",,2,0,false,,"Witsenia Seep on Circular Drive south, Cape of Good Hope section of Table Mountain National Park ",-34.3120113001,18.4319498001,10,,,,10,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
140854606,51cd605a-481d-4f4d-8cde-133f17aadd54,2022/10/29 4:03 PM,2022-10-29,2022-10-29 14:03:00 UTC,Pretoria,748780,lmossop,Leighan Mossop,2022-11-02 07:25:10 UTC,2023-04-19 18:19:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140854606,https://inaturalist-open-data.s3.amazonaws.com/photos/241176861/medium.jpeg,,"",Hunter Camera,5,0,false,,"Cape Point, Cape Town, South Africa",-34.2088462931,18.4018814732,8,,,,8,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
140855005,24afdefc-b446-47ca-8d30-5c8061915950,2022/10/30 4:37 PM,2022-10-30,2022-10-30 14:37:00 UTC,Pretoria,748780,lmossop,Leighan Mossop,2022-11-02 07:33:04 UTC,2023-04-19 18:18:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140855005,https://inaturalist-open-data.s3.amazonaws.com/photos/241177401/medium.jpeg,,"",Hunter Camera,4,0,false,,"Cape Point, Cape Town, South Africa",-34.2092304664,18.4013641538,7,,,,7,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
142023569,07be667c-97da-48b4-81e6-dc780c02ad39,2020-06-16 21:40:00+02:00,2020-06-16,2020-06-16 19:40:00 UTC,Pretoria,6322161,yoelsen,Yolande Oelsen,2022-11-14 22:49:42 UTC,2023-06-30 19:47:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/142023569,https://inaturalist-open-data.s3.amazonaws.com/photos/243425611/medium.jpg,,"","",5,0,false,3,"Main Road, Simon's Town, WC, ZA",-34.2083298538,18.4602780749,20,,,,20,,open,false,,,Caracal,Caracal caracal,Caracal,Mammalia,42042
144097521,6b32a6f9-1ea6-4b08-9c4f-fbbbed85b0da,Sat Dec 10 2022 09:49:36 GMT+0200 (GMT+2),2022-12-10,2022-12-10 07:49:36 UTC,Pretoria,1586086,martine179,,2022-12-10 20:27:32 UTC,2023-04-06 21:24:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/144097521,https://inaturalist-open-data.s3.amazonaws.com/photos/247248185/medium.jpg,,"",Scat found in Silvermine section of Table Mountain National Park. Possible caracal scat? ,1,0,false,3,"Table Mountain National Park, Cape Town, WC, ZA",-34.0811221667,18.4068116667,5,,,,5,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
146771245,df813cf5-3feb-49bb-9fba-beaa936f3664,Tue Jan 17 2023 07:39:00 GMT+0200 (GMT+2),2023-01-17,2023-01-17 05:39:00 UTC,Pretoria,102748,jennylouw,Jenny Louw,2023-01-17 17:56:56 UTC,2023-06-30 17:33:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/146771245,https://inaturalist-open-data.s3.amazonaws.com/photos/255301571/medium.jpg,,"","",2,0,false,3,"Welbeloond Road, Constantia, WC, ZA",-34.0389557941,18.430070063,35,,,,35,,open,false,,,Caracal,Caracal caracal,Caracal,Mammalia,42042
147457176,09d5d75f-0d7d-4bbc-b18d-897450544b0b,2023/01/27 10:19 AM,2023-01-27,2023-01-27 08:19:00 UTC,Pretoria,2839503,adamwelz,Adam Welz,2023-01-27 13:59:24 UTC,2023-04-30 14:51:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/147457176,https://inaturalist-open-data.s3.amazonaws.com/photos/253739520/medium.jpg,,"Cape Peninsula, Cape Point section, Cape Town, Olifantsbos, South Africa, Table Mountain National Park, Western Cape",,8,0,false,,"Cape Point, Cape Town, South Africa",-34.2598557871,18.3844077148,5,,,,5,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
147960789,2e84c2b7-64d7-40ee-8e72-3b9e253e9140,2023-02-03 19:27:24,2023-02-03,2023-02-03 17:27:24 UTC,Pretoria,1680925,salvienoran,Salvie Noran,2023-02-03 17:28:29 UTC,2023-03-26 19:16:50 UTC,research,,https://www.inaturalist.org/observations/147960789,https://static.inaturalist.org/photos/254702437/medium.jpeg,,"","I captured this to mark location of death. 
Car injury. 
Giving data to Caracal Project ",6,0,false,2,"Signal Hill, Cape Town, 8001, South Africa",-33.9264902333,18.3968470059,10,,,,10,,open,false,,,Caracal caracal caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
149117359,4574613b-e55c-46c4-bb18-96737af121cf,2023-02-19 06:25:46Z,2023-02-19,2023-02-19 06:25:46 UTC,Pretoria,2839974,christo35,,2023-02-19 09:07:56 UTC,2023-04-30 14:51:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/149117359,https://inaturalist-open-data.s3.amazonaws.com/photos/256905379/medium.jpg,,"","",6,0,false,3,"Table Mountain National Park, Cape Point, WC, ZA",-34.2066877382,18.4059323844,225,,,,225,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
149144463,dc9dec68-dfa7-49de-8044-af56cebdc164,2023-02-19 06:14:22,2023-02-19,2023-02-19 04:14:22 UTC,Pretoria,2728533,susan828,Susan Wessels,2023-02-19 16:45:33 UTC,2024-01-09 06:59:04 UTC,research,,https://www.inaturalist.org/observations/149144463,https://static.inaturalist.org/photos/256955269/medium.jpeg,,"","",4,0,false,2,"Oudekraal (Nature Reserve), Cape Town, 8005, South Africa",-33.9662047997,18.3734204,54,,,,54,,open,false,gps,gps,Caracal,Caracal caracal,Caracal,Mammalia,42042
150002605,7c5914a3-6fb2-4601-a799-ac5490d23a62,2023/02/28 10:35 AM,2023-02-28,2023-02-28 08:35:00 UTC,Pretoria,383144,tonyrebelo,Tony Rebelo,2023-03-01 20:20:01 UTC,2023-10-13 09:04:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/150002605,https://inaturalist-open-data.s3.amazonaws.com/photos/258568221/medium.jpeg,,"",,1,0,false,,"Noordhoek Wetlands,  transect west of the Lakes to central track",-34.1155641,18.36903148,10,,,,10,,open,false,,,Southern and Eastern African Caracal,Caracal caracal caracal,Cape Caracal,Mammalia,703804
